Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,Ninguno,Non-Travel,217,Research & Development,18.0,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,Y,No,20,4,1.0,80.0,0,18.0,0,3,11,9,0.0,9
31,No,Travel_Frequently,793,,20.0,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0,Y,No,12,3,1.0,80.0,1,3.0,,3,2,2,2.0,2
28,No,Unknown,1451,Research & Development,2.0,1,Life Sciences,1,1136,1,Male,67,2,1,Sin dato,2,Married,3201.0,19911,0,Y,No,600.3583358919327,3,1.0,80.0,0,6.0,2,1,5,3,0.0,4
35,NULL,Travel_Frequently,1182,Sales,11.0,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1,Y,NO,11,3,4.0,80.0,1,5.0,3,3,5,2,0.0,2
49,No,Travel_Rarely,174,Sales,8.0,4,Technical Degree,1,1138,4,maybe,56,2,4,Sales Executive,2,Married,13120.0,11879,6,Y,No,17,3,2.0,80.0,1,22.0,3,3,9,8,2.0,3
34,No,Travel_Frequently,1003,Research & Development,2.0,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,Y,No,11,3,4.0,80.0,0,5.0,3,2,3,2,0.0,$2
29,No,Travel_Frequently,490,Research & Development,-129.85974187801975,3,???,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,Y,No,14,3,4.0,80.0,2,8.0,2,2,7,5,1.0,1
42,No,Travel_Rarely,188,,29.0,3,Medical,1,1148,2,Unknown,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,Y,No,19,3,1.0,80.0,0,,3,3,1,0,0.0,0
29,No,Travel_Rarely,718,Research & Development,8.0,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1,Y,False,15,3,"3,14",,1,10.0,2,2,10,7,1.0,2
38,No,Travel_Rarely,433,Human Resources,1.0,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,Y,2,13,3,4.0,80.0,1,7.0,2,4,7,6,5.0,0
28,No,Travel_Frequently,773,Research & Development,6.0,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,NaN,1,Y,Yes,14,3,abc,80.0,1,3.0,2,3,3,1,0.0,2
18,Yes,Non-Travel,247,Research & Development,8.0,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,Y,No,12,3,4.0,80.0,0,0.0,0,3,0,0,0.0,0
33,Yes,Travel_Rarely,603,Sales,9.0,4,Marketing,1,1157,1,Female,77,3,,Sales Executive,1,Single,8224.0,18385,0,Y,Yes,17,3,1.0,80.0,0,6.0,31/02/2022,3,5,2,0.0,3
41,No,Travel_Rarely,167,Research & Development,12.0,4,Life Sciences,1,1158,2,TRUE,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,Y,Yes,11,3,1.0,,1,6.0,4,3,1,0,0.0,0
31,???,Travel_Frequently,874,Research & Development,15.0,3,???,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,Y,No,12,3,3.0,80.0,1,2.0,2022-00-10,2,2,2,2.0,2
37,,Travel_Rarely,367,Research & Development,25.0,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,Y,No,13,3,3.0,80.0,2,9.0,2,3,6,2,1.0,3
27,No,Travel_Rarely,199,Research & Development,6.0,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,N.A.,No,13,3,"3,14",80.0,1,4.0,0,3,4,2,2.0,2
34,,Travel_Rarely,1400,Sales,9.0,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714.0,,1,Y,maybe,20,4,$1,80.0,0,6.0,3,2,6,5,1.0,3
35,No,Travel_Rarely,528,Human Resources,8.0,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,Y,No,17,3,2.0,80.0,0,6.0,2,1,5,4,1.0,4
29,Yes,Travel_Rarely,408,N.A.,23.0,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,Y,-1,13,3,1.0,80.0,1,11.0,3,1,11,8,3.0,598.4527149002316
40,No,Travel_Frequently,593,Research & Development,9.0,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,,No,17,3,,80.0,0,20.0,3,2,18,7,2.0,13
42,Yes,Travel_Frequently,481,,12.0,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,Y,Yes,12,3,96.57047663495707,80.0,0,22.0,2,2,21,9,13.0,14
42,No,,647,Sales,4.0,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,Y,No,13,3,4.0,80.0,0,9.0,3,4,6,4,1.0,5
35,No,Travel_Rarely,982,Research & Development,1.0,missing,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Sin dato,2258.0,16340,6,None,No,12,3,2.0,80.0,1,10.0,31/02/2022,3,8,0,1.0,7
24,No,Travel_Rarely,477,Research & Development,24.0,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,Y,NO,22,4,4.0,80.0,0,6.0,2,3,4,3,1.0,2
568.7692614149299,Yes,Travel_Rarely,1485,Research & Development,12.0,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1,Y,Yes,11,3,4.0,80.0,0,1.0,4,2,1,1,0.0,0
26,No,Travel_Rarely,1384,,3.0,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,Y,No,22,4,?,80.0,1,8.0,2,3,8,7,0.0,7
30,No,Travel_Rarely,852,Sales,,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,Y,31/02/2022,18,3,1.0,80.0,1,10.0,3,3,10,3,1.0,4
40,No,N.A.,902,Research & Development,26.0,2.0%,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,Y,Yes,13,3,4.0,80.0,1,16.0,3,1,1,1,0.0,0
35,,Travel_Rarely,819,,2.0,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,Y,No,18,error,2.0,80.0,1,15.0,2,4,7,7,6.0,4
abc,No,Travel_Frequently,669,Research & Development,1.0,1O0,,maybe,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0,Y,No,20,4,3.0,80.0,0,14.0,3,3,13,9,4.0,9
35,,Travel_Frequently,636,Research & Development,4.0,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,Y,No,13,3,2.0,80.0,1,2.0,2,4,2,2,2.0,2
43,Yes,Travel_Rarely,1372,Sales,9.0,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,Y,No,13,3,2.0,80.0,0,7.0,20220335,2,4,3,1.0,3
32,,Non-Travel,862,Sales,2.0,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1,Y,No,12,3,3.0,80.0,3,1.0,3,3,1,0,0.0,0
56,,,718,Research & Development,4.0,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943.0,901888.7473783013,4,Y,No,13,3,4.0,80.0,1,28.0,,3,5,2,4.0,2
29,No,Travel_Rarely,1401,Research & Development,6.0,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1,Y,No,13,15.470823885209398,1.0,80.0,1,10.0,5,3,10,8,0.0,8
19,No,Travel_Rarely,645,N.A.,9.0,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1,Y,No,25,4,3.0,80.0,0,1.0,4,3,1,1,0.0,0
45,No,Travel_Rarely,1457,,7.0,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4,Y,Yes,19,3,3.0,80.0,1,7.0,2,2,3,2,0.0,2
37,Unknown,Travel_Rarely,977,Research & Development,1.0,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1,Y,No,13,3,2.0,80.0,1,14.0,2,2,14,8,3.0,11
20,No,Travel_Rarely,805,Research & Development,3.0,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1,Y,,12,3,1.0,80.0,0,,2,2,2,2,1.0,2
44,Yes,Travel_Rarely,1097,Research & Development,10.0,4,Life Sciences,1,1200,3,maybe,96,3,1,Research Scientist,3,Single,2936.0,10826,1,Y,Yes,11,24.25310963571519,3.0,80.0,0,6.0,4,3,6,4,0.0,2
53,No,Travel_Rarely,1223,Research & Development,7.0,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,,18640,3,Y,No,18,3,2.0,80.0,1,26.0,6,3,7,7,4.0,7
29,No,Travel_Rarely,942,Research & Development,15.0,1,Life Sciences,1,1202,2,,69,1,1,Research Scientist,4,Married,2168.0,26933,0,Y,Yes,18,3,1.0,80.0,1,6.0,2,2,5,4,1.0,3
$22,Yes,,1256,Research & Development,904.74800028348,1O0,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223,0,Y,Yes,11,3,227.13752016769934,80.0,1,1.0,5,3,0,0,0.0,0
46,No,Travel_Rarely,1402,Sales,,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048.0,24097,8,Y,No,23,4,1.0,80.0,0,28.0,2,3,26,15,15.0,9
44,No,Non-Travel,111,Research & Development,17.0,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2,Y,not_a_date,13,3,4.0,80.0,0,6.0,3,3,0,0,0.0,0
33,No,Travel_Rarely,147,Human Resources,NaN,-152.71586690411272,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1,Y,No,13,3,4.0,80.0,1,5.0,2,3,5,4,1.0,4
41,Yes,Non-Travel,906,Research & Development,5.0,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293.0%,6,Y,No,"3,14",3,58.61682066238508,80.0,1,5.0,2,1,1,0,0.0,0
743.5175963781896,No,Travel_Rarely,1329,Sales,29.0,4,Life Sciences,1,1211,3,???,61,3,2,0,1,Divorced,4115.0,13192,8,Y,No,19,3,3.0,80.0,3,8.0,3,3,4,3,0.0,3
40,No,Travel_Frequently,1184,Sales,2.0,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5,NULL,False,12,3,4.0,80.0,3,,2,3,0,0,0.0,0
50,No,Travel_Frequently,1421,Research & Development,2.0,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,17856.0,9490,2,Y,2020-13-40,22,4,,80.0,1,32.0,3,3,2,2,2.0,2
28,No,Travel_Rarely,1179,Research & Development,19.0,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196.0,12449,1,Y,No,12,3,3.0,80.0,3,6.0,2,3,6,5,3.0,3
46,No,Travel_Rarely,1450,Research & Development,15.0,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081.0,10849,5,Y,No,11,3,1.0,80.0,1,25.0,2021/99/01,3,4,2,0.0,3
35,No,Travel_Rarely,1361,Sales,17.0,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3,Y,Yes,15,3,4.0,80.0,3,15.0,2,3,7,7,1.0,7
24,Yes,Travel_Rarely,984,Research & Development,17.0,2,Life Sciences,1,1219,4,Female,97,3,1,,2,Married,2210.0,3372,1,Y,No,13,3,1.0,80.0,1,,3,1,1,0,0.0,34.851847609426244
33,No,???,1146,Sales,25.0,3,Medical,1,1220,2,0,82,3,2,Sales Executive,3,Married,4539.0,4905,1,Y,No,12,3,1.0,80.0,1,10.0,3,2,10,7,0.0,1
36,Sin dato,Travel_Rarely,917,Research & Development,6.0,4,Life Sciences,1,1221,3,N.A.,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1,,No,$14,3,3.0,80.0,1,7.0,4,3,7,7,1.0,7
30,No,Travel_Rarely,853,Research & Development,7.0,4,Life Sciences,1,1224,3,Male,49,3,2.0%,Laboratory Technician,3,Divorced,3491.0,11309,1,Y,No,13,3,N/A,80.0,3,10.0,4,2,10,7,8.0,9
44,No,Travel_Rarely,200,Research & Development,29.0,4,,1,1225,4,Male,32,3,2,Research Scientist,4,Single,,7744,1,Y,No,25,4,2.0,80.0,0,20.0,3,3,20,11,13.0,17
20,No,Travel_Rarely,654,Sales,21.0,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1,Y,No,17,-25.424654283716798,4.0,80.0,0,2.0,2,3,2,1,2.0,2
46,No,Travel_Rarely,150,,2.0,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,Y,No,11,3,3.0,80.0,1,12.0,3,2,6,3,1.0,4
42,No,Non-Travel,179,Human Resources,2.0,5,Medical,maybe,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7,Y,No,16,3,1.0,80.0,1,10.0,3,4,4,3,0.0,3
60,No,Travel_Rarely,696,Sales,7.0,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0,Y,Yes,$18,3,2.0,80.0,1,12.0,3,3,11,7,1.0,9
NULL,No,Travel_Frequently,116,Research & Development,13.0,3,Other,1,1234,3,na,77,2,1,Laboratory Technician,2,Married,2743.0,7331,1,Y,No,20,4,3.0,80.0,1,2.0,2,3,2,2,2.0,2
32,No,Travel_Frequently,1316,Research & Development,2.0,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338,4,Y,False,14,3,4.0,80.0,0,10.0,2,3,8,7,0.0,7
36,No,Travel_Rarely,363,Research & Development,$1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,,4235,2,Y,Yes,21,4,3.0,80.0,1,17.0,2,3,7,7,7.0,7
33,No,Travel_Rarely,117,Research & Development,9.0,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0,Y,No,13,3,2.0,80.0,1,15.0,5,3,14,10,4.0,10
None,No,Travel_Rarely,107,Sales,10.0,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591,7,Y,,12,3,2.0,80.0,1,7.0,2,4,5,1,1.0,3
25,No,Travel_Rarely,1356,Sales,1555.4634424434842,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0,Y,No,14,3,2.0,80.0,0,5.0,4,3,4,3,1.0,28.056055809929553
30,No,Travel_Rarely,1465,Research & Development,1.0,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369,0,Y,Yes,21,4,1.0,80.0,1,12.0,2,3,11,9,5.0,7
42,No,Travel_Frequently,458,Research & Development,26.0,5,Unknown,1,1242,1,???,60,3,3,Research Director,1,Married,13191.0,23281,3,Y,Yes,17,3,3.0,80.0,0,20.0,6,3,1,0,0.0,0
35,No,,1212,Sales,8.0,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4,Y,2,11,3,62.99473916659589,,1,16.0,6,2,13,2,4.0,12
27,No,Travel_Rarely,1103,Research & Development,14.0,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1,Y,Yes,14,3,4.0,80.0,2,9.0,3,2,9,7,6.0,8
54,No,Travel_Frequently,966,Sin dato,1.0,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7,Y,No,17,3,1.0,80.0,1,33.0,2,1,5,4,1.0,4
44,,Travel_Rarely,1117,Research & Development,2.0,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1,Y,No,13,3,4.0,80.0,1,10.0,5,3,10,5,7.0,18.11596923891443
19,Yes,Non-Travel,504,Research & Development,10.0,3,Medical,NO,1248,1,Female,96,2,1,None,2,Single,1859.0,6148,1,Y,Yes,25,4,2.0,80.0,0,1.0,2,4,1,1,0.0,0
29,No,None,1010,Research & Development,1.0,3,Life Sciences,1,1249,1,Female,97,3,-180.36443385679647,Research Scientist,4,Divorced,3760.0,5598,1,Y,No,15,$3,1.0,,3,3.0,5,3,3,2,1.0,2
54,No,Travel_Rarely,685,,3.0,3,Life Sciences,TRUE,1250,4,Male,85,3,4,Research Director,4,Married,17779.0,23474,3,Y,No,14,3,1.0,80.0,0,36.0,2,3,10,9,0.0,9
31,No,Travel_Rarely,1332,Research & Development,11.0,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1,Y,Yes,12,3,4.0,80.0,0,6.0,2,2,6,5,0.0,1
31,No,Travel_Rarely,1062,Research & Development,24.0,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812.0,17198,1,Y,20220335,19,3,2.0,80.0,0,10.0,2,3,10,9,1.0,8
59,No,Travel_Rarely,326,Sales,3.0,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5,Y,No,17,3,,80.0,0,13.0,2,3,6,1,,5
43,No,,920,Research & Development,3.0,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740.0,18625,3,,No,14,3,2.0%,,1,25.0,2,3,8,7,0.0,7
49,No,Travel_Rarely,1098,Research & Development,,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711.0,12124,2,Y,No,13,3,3.0,80.0,1,23.0,2,4,1,0,,0
36,No,Travel_Frequently,469,Research & Development,3.0,3,Technical Degree,TRUE,1257,3,Male,46,3,1,Research Scientist,2,Married,3692.0,9256,1,0,No,12,3,3.0,80.0,0,12.0,2,2,11,10,0.0,7
48,No,,969,,2.0,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,,16620,5,Y,No,11,3,3,80.0,0,7.0,4,2,1,0,0.0,0
27,No,Travel_Rarely,1167,Research & Development,4.0,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517.0,-183471.2323812032,1,Y,No,11,3,2.0,80.0,3,5.0,2,3,5,3,0.0,3
29,No,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1,Y,Yes,11,3,2.0,80.0,2,6.0,20220335,3,6,0,1.0,0
48,No,,715,Research & Development,1.0,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265.0,8733,6,Y,No,12,3,3.0,80.0,0,25.0,3,4,1,0,0.0,0
29,No,Travel_Rarely,694,Research & Development,NULL,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124.0,3423,3,Y,No,14,3,2.0,80.0,2,9.0,2,2,7,7,1.0,7
34,No,Travel_Rarely,1320,Research & Development,20.0,3,Technical Degree,1,1265,3,Female,89,4,None,Research Scientist,3,Married,2585.0,21643,0,Y,No,17,3,4.0,80.0,0,2.0,5,2,1,0,$0,0
44,No,Travel_Rarely,1099,Sales,5.0,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213.0,8751,7,na,No,11,3,3.0,80.0,1,26.0,,3,22,9,3.0,10
33,No,Travel_Rarely,536,,10.0,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,na,8380.0,21708,0,Y,2,14,3,4.0,80.0,2,10.0,3,3,9,8,0.0,$8
19,No,Travel_Rarely,265,Research & Development,25.0,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994.0,—,1,Y,Yes,12,3,4.0,80.0,0,1.0,2,3,1,0,0.0,1
23,No,Travel_Rarely,373,Research & Development,1.0,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223.0,16901,1,Sin dato,No,"3,14",4,4.0,80.0,1,,2,3,1,0,0.0,1
25,Sin dato,Travel_Frequently,599,Sales,24.0,1,Life Sciences,False,1273,3,Male,73,1,1,Sales Representative,4,Single,1118.0,8040,1,Y,Yes,14,3,4.0,80.0,0,1.0,4,3,1,0,1.0,0
26,No,Travel_Rarely,583,Research & Development,4.0,2,Life Sciences,1,1275,3,Male,53,3,1,Ninguno,4,Single,2875.0,9973,1,Y,Yes,20,4,2.0,80.0,0,8.0,2,2,8,5,,2
45,Yes,Travel_Rarely,1449,Sales,2.0,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824.0,2493,2,Y,Yes,16,3,81.5128230827061,80.0,0,,2,3,24,10,1.0,$11
55,No,Non-Travel,177,Research & Development,8.0,1,Medical,1,1278,4,Male,37,2,4,na,2,Divorced,13577.0,25592,1,Y,Yes,15,3,4.0,80.0,1,34.0,3,3,33,9,,0
21,Yes,Travel_Frequently,251,Research & Development,10.0,2,Life Sciences,1,1279,1,2,45,2,1,Laboratory Technician,3,Single,2625.0,25308,1,Y,No,20,11.989271098613475,3.0,80.0,0,2.0,2,1,2,2,,2
46,No,Travel_Rarely,168,Sales,4.0,2,Marketing,-1,1280,4,Female,33,2,-42.6909486750787,Manager,2,Married,18789.0,9946,2,Y,,14,3,3.0,80.0,1,26.0,2,3,11,4,0.0,8
NULL,No,Travel_Rarely,131,Sales,2.0,3,Marketing,1,1281,3,Female,86,3,NaN,Sales Executive,1,Single,4538.0,6039,0,Y,,12,3,4.0,80.0,0,4.0,3,3,3,2,0.0,$2
51,No,Travel_Frequently,237,Sales,9.0,3,Life Sciences,1,1282,4,Male,83,3,5,,2,Divorced,19847.0,19196,4,Y,Yes,24,3,1.0%,80.0,1,31.0,5,2,29,10,11.0,10
59,No,Travel_Rarely,1429,Research & Development,18.0,4,,1,1283,4,Male,67,3,3,,4,Single,10512.0,20002,6,Y,No,12,3,4.0,80.0,0,25.0,6,2,9,7,5.0,4
34,No,Travel_Frequently,135,Research & Development,19.0,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444.0,22534,4,Y,No,13,3,3.0,80.0,2,15.0,2,4,11,8,5.0,10
28,No,Travel_Frequently,791,Research & Development,1.0,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154.0,6842,0,Y,Yes,11,3,3.0,80.0,0,5.0,2,2,4,2,0.0,2
44,No,Travel_Rarely,1199,Research & Development,4.0,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190.0,17477,1,Y,No,14,3,4.0,80.0,2,,4,2,25,9,14.0,13
34,No,Travel_Frequently,648,Human Resources,11.0,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490.0,21833,4,Y,No,11,3,4.0,80.0,2,14.0,5,4,10,9,1.0,8
35,,Travel_Rarely,735,Research & Development,6.0,1,Life Sciences,1,1291,3,Male,66,3,$1,Research Scientist,3,Married,,6020,0,Y,,14,3,4.0,80.0,0,4.0,3,3,3,2,2.0,2
42,No,Travel_Rarely,603,Research & Development,7.0,4,Medical,1,1292,2,Female,78,4,?,Research Scientist,2,???,2372.0,5628,6,Y,Yes,16,3,4.0,80.0,0,,2,3,1,0,0.0,0
43,No,Travel_Rarely,531,,4.0,4,Marketing,1,1293,4,Female,56,2,3.0%,Sales Executive,4,Single,10231.0,20364,3,Y,No,14,3,4.0,80.0,0,,3,4,21,7,15,17
36,,Travel_Rarely,429,Research & Development,2.0,4,Life Sciences,-1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410.0,2323,9,Y,Yes,11,4,error,80.0,0,18.0,2,3,16,14,,12
44,Yes,Travel_Rarely,621,Research & Development,15.0,3,Medical,1,1295,1,,73,3,3,Healthcare Representative,4,Married,,"$14,075",1,Y,No,11,3,4.0,80.0,1,10.0,2,3,10,7,0.0,5
28,No,Travel_Frequently,193,Research & Development,2.0,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867.0,14222,1,Y,Yes,12,3,2.0,80.0,1,2.0,2,3,2,2,2.0,2
51,,Travel_Frequently,968,Research & Development,6.0,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838.0,NaN,0,Y,No,14,3,2.0,80.0,0,8.0,6,2,7,0,7.0,7
30,No,Non-Travel,879,NULL,9.0,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695.0,12858,7,Y,Yes,18,3,3.0,80.0,0,10.0,3,3,8,4,,7
29,Yes,Travel_Rarely,806,Research & Development,7.0,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339.0,17285,3,N.A.,2021/99/01,13,3,1.0,80.0,2,10.0,2,3,7,7,,7
28,No,Travel_Rarely,640,Research & Development,1.0,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2080.0,4732,2,Y,No,11,3,2.0,80.0,0,5.0,2,2,3,2,,2
NULL,,Travel_Rarely,266,Research & Development,1.0,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096.0,18830,1,Y,No,18,3,4.0,80.0,0,2.0,3,2,2,2,2.0,1
32,No,Travel_Rarely,604,Sales,8.0,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,6209.0,11693,1,Y,2022-00-10,15,3,3.0,80.0,2,10.0,2021/99/01,4,10,7,0.0,8
45,No,Travel_Frequently,364,Research & Development,25.0,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061.0,13035,3,Y,No,22,—,3.0,80.0,0,22.0,4,3,0,0,0.0,0
39,No,Travel_Rarely,412,Research & Development,13.0,4,Medical,1,1307,3,Female,94,2,4,Manager,2,,17123.0,17334,6,Y,2,13,3,4.0,80.0,2,21.0,,3,19,9,15.0,2
58,No,Travel_Rarely,848,Research & Development,23.0,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372.0,26076,1,Y,No,12.0%,3,4.0,80.0,2,2.0,3,3,2,2,2.0,2
32,Yes,Travel_Rarely,1089,Research & Development,abc,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883.0,22845,1,Y,No,18,3,1.0,80.0,1,10.0,3,3,10,4,1.0,1
39,Yes,Travel_Rarely,360,Research & Development,23.0,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904.0,22154,0,Y,2021/99/01,13,3,1.0,80.0,0,6.0,2,3,5,2,0.0,3
30,Ninguno,Travel_Rarely,1138,Research & Development,6.0,"3,14",N.A.,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627.0,23631,0,Y,No,12,3,1.0,80.0,1,10.0,6,3,9,2,6.0,7
36,No,Travel_Rarely,325,Research & Development,10.0,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,NULL,7094.0,5747,3,Y,No,12,3,1.0,80.0,0,10.0,0,3,7,7,1.0,?
